#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:12+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 10.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.006226412348341315 NaN NaN NaN
10.006226412348338 41.666666666666664 42.0 41.0
20.006226412348305 83.66666666666667 84.0 83.0
30.00622641234827 125.66666666666667 126.0 125.0
40.006226412348376 169.0 169.0 169.0
50.00622641234852 214.33333333333334 215.0 214.0
60.00622641234866 258.3333333333333 259.0 258.0
70.0062264123488 304.0 304.0 304.0
80.00622641234894 346.6666666666667 347.0 346.0
90.00622641234908 389.0 389.0 389.0
100.00622641234922 434.0 434.0 434.0
110.00622641234936 476.6666666666667 477.0 476.0
120.0062264123495 527.3333333333334 528.0 527.0
130.0062264123495 571.3333333333334 572.0 571.0
140.00622641234892 612.3333333333334 613.0 612.0
150.00622641234835 658.6666666666666 659.0 658.0
160.0062264123478 700.0 701.0 699.0
170.00622641234722 747.0 747.0 747.0
180.00622641234665 787.6666666666666 789.0 786.0
190.00622641234608 833.0 833.0 833.0
200.0062264123455 868.6666666666666 869.0 868.0
210.00622641234494 915.3333333333334 916.0 915.0
220.00622641234438 957.0 957.0 957.0
230.0062264123438 1004.6666666666666 1005.0 1004.0
240.00622641234324 1051.6666666666667 1052.0 1051.0
250.00622641234267 1099.6666666666667 1100.0 1099.0
260.00622641234213 1140.0 1140.0 1140.0
270.00622641234156 1187.0 1187.0 1187.0
280.006226412341 1234.0 1234.0 1234.0
290.0062264123404 1279.6666666666667 1280.0 1279.0
300.00622641233986 1328.3333333333333 1329.0 1328.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:12+0000 #
#####################################################################
