#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:12+0000 #
#####################################################################
#
# assign_mod = Self, seed = 5.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.035447185102637446 NaN NaN NaN
10.035447185102635 47.0 47.0 47.0
20.0354471851026 97.0 97.0 97.0
30.035447185102566 147.0 147.0 147.0
40.035447185102676 197.0 197.0 197.0
50.03544718510282 247.0 247.0 247.0
60.03544718510296 297.0 297.0 297.0
70.0354471851031 347.0 347.0 347.0
80.03544718510324 397.0 397.0 397.0
90.03544718510338 447.0 447.0 447.0
100.03544718510352 497.0 497.0 497.0
110.03544718510366 547.0 547.0 547.0
120.0354471851038 597.0 597.0 597.0
130.0354471851038 647.0 647.0 647.0
140.03544718510324 697.0 697.0 697.0
150.03544718510267 747.0 747.0 747.0
160.0354471851021 797.0 797.0 797.0
170.03544718510153 847.0 847.0 847.0
180.03544718510096 897.0 897.0 897.0
190.0354471851004 947.0 947.0 947.0
200.03544718509983 997.0 997.0 997.0
210.03544718509926 1047.0 1047.0 1047.0
220.0354471850987 1097.0 1097.0 1097.0
230.03544718509812 1147.0 1147.0 1147.0
240.03544718509755 1197.0 1197.0 1197.0
250.03544718509698 1247.0 1247.0 1247.0
260.0354471850964 1297.0 1297.0 1297.0
270.03544718509585 1347.0 1347.0 1347.0
280.0354471850953 1397.0 1397.0 1397.0
290.0354471850947 1447.0 1447.0 1447.0
300.03544718509414 1497.0 1497.0 1497.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:12+0000 #
#####################################################################
