#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 66.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.010724510282268307 NaN NaN NaN
10.010724510282266 35.666666666666664 36.0 35.0
20.01072451028223 75.66666666666667 76.0 75.0
30.010724510282195 115.66666666666667 116.0 115.0
40.0107245102823 155.66666666666666 156.0 155.0
50.010724510282444 195.66666666666666 196.0 195.0
60.010724510282586 235.66666666666666 236.0 235.0
70.01072451028273 275.6666666666667 276.0 275.0
80.01072451028287 315.6666666666667 316.0 315.0
90.01072451028301 355.6666666666667 356.0 355.0
100.01072451028315 395.6666666666667 396.0 395.0
110.0107245102833 435.6666666666667 436.0 435.0
120.01072451028344 475.6666666666667 476.0 475.0
130.01072451028344 515.6666666666666 516.0 515.0
140.01072451028287 555.6666666666666 556.0 555.0
150.0107245102823 595.6666666666666 596.0 595.0
160.01072451028173 635.6666666666666 636.0 635.0
170.01072451028116 675.6666666666666 676.0 675.0
180.0107245102806 715.6666666666666 716.0 715.0
190.01072451028003 755.6666666666666 756.0 755.0
200.01072451027946 795.6666666666666 796.0 795.0
210.0107245102789 835.6666666666666 836.0 835.0
220.01072451027832 875.6666666666666 876.0 875.0
230.01072451027775 915.6666666666666 916.0 915.0
240.01072451027719 955.6666666666666 956.0 955.0
250.01072451027662 995.6666666666666 996.0 995.0
260.0107245102761 1035.6666666666667 1036.0 1035.0
270.0107245102755 1075.6666666666667 1076.0 1075.0
280.01072451027494 1115.6666666666667 1116.0 1115.0
290.0107245102744 1155.6666666666667 1156.0 1155.0
300.0107245102738 1195.6666666666667 1196.0 1195.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
