#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 60.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.02540197581716952 NaN NaN NaN
10.02540197581717 22.0 22.0 22.0
20.025401975817168 42.0 42.0 42.0
30.025401975817168 59.333333333333336 60.0 59.0
40.02540197581717 78.0 78.0 78.0
50.02540197581717 98.0 98.0 98.0
60.02540197581717 114.33333333333333 115.0 114.0
70.02540197581718 133.0 133.0 133.0
80.02540197581718 150.0 150.0 150.0
90.02540197581718 163.33333333333334 164.0 163.0
100.02540197581718 181.0 181.0 181.0
110.02540197581718 196.0 196.0 196.0
120.02540197581718 215.0 215.0 215.0
130.02540197581718 228.0 228.0 228.0
140.02540197581718 247.0 247.0 247.0
150.02540197581718 264.0 264.0 264.0
160.02540197581718 280.3333333333333 281.0 280.0
170.02540197581718 298.0 298.0 298.0
180.02540197581718 315.0 315.0 315.0
190.02540197581718 334.0 334.0 334.0
200.02540197581718 349.3333333333333 350.0 349.0
210.02540197581718 365.3333333333333 366.0 365.0
220.02540197581718 382.0 382.0 382.0
230.02540197581718 399.3333333333333 400.0 399.0
240.02540197581718 419.3333333333333 420.0 419.0
250.02540197581718 436.0 436.0 436.0
260.0254019758172 455.0 455.0 455.0
270.0254019758172 471.3333333333333 472.0 471.0
280.0254019758172 490.0 490.0 490.0
290.0254019758172 508.0 508.0 508.0
300.0254019758172 524.3333333333334 525.0 524.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
