#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 56.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.05734996489158624 NaN NaN NaN
10.057349964891584 21.333333333333332 22.0 21.0
20.05734996489155 40.333333333333336 41.0 40.0
30.057349964891515 58.333333333333336 59.0 58.0
40.05734996489162 77.0 77.0 77.0
50.05734996489176 97.0 97.0 97.0
60.057349964891905 110.0 110.0 110.0
70.05734996489204 124.0 124.0 124.0
80.05734996489218 139.0 139.0 139.0
90.05734996489232 152.0 152.0 152.0
100.05734996489247 168.0 168.0 168.0
110.05734996489261 183.0 183.0 183.0
120.05734996489275 199.0 199.0 199.0
130.05734996489275 215.0 215.0 215.0
140.05734996489218 231.33333333333334 232.0 231.0
150.0573499648916 248.0 248.0 248.0
160.05734996489105 266.3333333333333 267.0 266.0
170.05734996489048 283.0 283.0 283.0
180.0573499648899 297.3333333333333 298.0 297.0
190.05734996488934 315.0 315.0 315.0
200.05734996488877 333.0 333.0 333.0
210.0573499648882 348.0 348.0 348.0
220.05734996488763 363.0 363.0 363.0
230.05734996488707 381.3333333333333 382.0 381.0
240.0573499648865 399.3333333333333 400.0 399.0
250.05734996488593 417.0 417.0 417.0
260.05734996488536 431.0 431.0 431.0
270.0573499648848 444.0 444.0 444.0
280.0573499648842 459.0 459.0 459.0
290.05734996488366 474.3333333333333 475.0 474.0
300.0573499648831 492.0 492.0 492.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
