#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 47.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.02415977713154014 NaN NaN NaN
10.024159777131537 36.0 36.0 36.0
20.0241597771315 75.66666666666667 76.0 75.0
30.024159777131466 114.0 114.0 114.0
40.02415977713157 153.33333333333334 154.0 152.0
50.024159777131715 193.0 193.0 193.0
60.02415977713186 231.66666666666666 233.0 231.0
70.024159777132 270.3333333333333 271.0 270.0
80.02415977713214 310.6666666666667 311.0 310.0
90.02415977713228 349.0 349.0 349.0
100.02415977713243 388.0 389.0 386.0
110.02415977713257 427.0 428.0 426.0
120.02415977713271 464.0 464.0 464.0
130.0241597771327 504.6666666666667 505.0 504.0
140.02415977713213 545.6666666666666 546.0 545.0
150.02415977713156 584.0 585.0 583.0
160.024159777131 622.3333333333334 623.0 621.0
170.02415977713042 659.3333333333334 660.0 659.0
180.02415977712985 697.0 698.0 695.0
190.02415977712928 736.0 736.0 736.0
200.02415977712872 774.3333333333334 775.0 774.0
210.02415977712815 811.6666666666666 812.0 811.0
220.02415977712758 852.6666666666666 853.0 852.0
230.024159777127 887.0 888.0 886.0
240.02415977712644 926.0 926.0 926.0
250.02415977712587 965.3333333333334 966.0 965.0
260.0241597771253 1001.0 1001.0 1001.0
270.02415977712474 1034.6666666666667 1035.0 1034.0
280.02415977712417 1073.6666666666667 1074.0 1073.0
290.0241597771236 1112.0 1112.0 1112.0
300.02415977712303 1152.6666666666667 1153.0 1152.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
