#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 92.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.0364259174206643 NaN NaN NaN
10.036425917420662 22.333333333333332 23.0 22.0
20.036425917420626 43.666666666666664 45.0 43.0
30.03642591742059 63.333333333333336 64.0 63.0
40.0364259174207 81.33333333333333 82.0 81.0
50.03642591742084 99.0 99.0 99.0
60.036425917420985 114.33333333333333 115.0 114.0
70.03642591742113 132.33333333333334 133.0 132.0
80.03642591742127 147.33333333333334 148.0 147.0
90.03642591742141 164.33333333333334 165.0 164.0
100.03642591742155 182.0 182.0 182.0
110.0364259174217 200.33333333333334 201.0 200.0
120.03642591742184 214.33333333333334 215.0 214.0
130.03642591742184 230.33333333333334 231.0 230.0
140.03642591742127 245.0 245.0 245.0
150.0364259174207 261.3333333333333 262.0 261.0
160.03642591742013 279.3333333333333 280.0 279.0
170.03642591741956 294.3333333333333 295.0 294.0
180.036425917419 312.6666666666667 314.0 312.0
190.03642591741843 330.3333333333333 331.0 330.0
200.03642591741786 350.3333333333333 351.0 350.0
210.0364259174173 367.3333333333333 368.0 367.0
220.03642591741672 388.0 388.0 388.0
230.03642591741615 405.3333333333333 406.0 405.0
240.03642591741558 422.3333333333333 423.0 422.0
250.03642591741502 438.3333333333333 439.0 438.0
260.0364259174145 454.6666666666667 456.0 454.0
270.0364259174139 470.0 470.0 470.0
280.03642591741334 489.3333333333333 490.0 489.0
290.03642591741277 505.0 505.0 505.0
300.0364259174122 523.3333333333334 524.0 523.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
