#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 31.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.018321141331697665 NaN NaN NaN
10.018321141331695 35.666666666666664 36.0 35.0
20.01832114133166 75.33333333333333 76.0 75.0
30.018321141331626 113.66666666666667 114.0 113.0
40.01832114133173 154.66666666666666 155.0 154.0
50.018321141331874 193.0 193.0 193.0
60.01832114133202 232.0 232.0 232.0
70.01832114133215 271.0 271.0 271.0
80.0183211413323 310.0 310.0 310.0
90.01832114133244 347.0 347.0 347.0
100.01832114133258 387.3333333333333 388.0 386.0
110.01832114133272 426.6666666666667 427.0 426.0
120.01832114133286 466.0 467.0 465.0
130.01832114133285 505.3333333333333 506.0 505.0
140.01832114133228 543.3333333333334 544.0 542.0
150.0183211413317 580.3333333333334 581.0 580.0
160.01832114133114 617.6666666666666 619.0 616.0
170.01832114133057 655.6666666666666 656.0 655.0
180.01832114133 692.6666666666666 693.0 692.0
190.01832114132944 730.3333333333334 731.0 730.0
200.01832114132887 769.0 770.0 768.0
210.0183211413283 809.3333333333334 810.0 809.0
220.01832114132773 846.3333333333334 847.0 846.0
230.01832114132716 885.6666666666666 886.0 885.0
240.0183211413266 925.6666666666666 926.0 925.0
250.01832114132603 961.0 961.0 961.0
260.0183211413255 998.3333333333334 999.0 998.0
270.0183211413249 1037.6666666666667 1038.0 1037.0
280.01832114132435 1076.3333333333333 1077.0 1076.0
290.0183211413238 1115.6666666666667 1116.0 1115.0
300.0183211413232 1155.6666666666667 1156.0 1155.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
