#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 33.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.008493518113920873 NaN NaN NaN
10.008493518113918 21.666666666666668 22.0 21.0
20.008493518113884 42.0 42.0 42.0
30.00849351811385 59.0 59.0 59.0
40.00849351811396 74.0 74.0 74.0
50.0084935181141 88.0 88.0 88.0
60.00849351811424 105.0 105.0 105.0
70.00849351811438 122.0 122.0 122.0
80.00849351811452 134.0 134.0 134.0
90.00849351811466 151.0 151.0 151.0
100.0084935181148 166.66666666666666 167.0 166.0
110.00849351811495 181.0 181.0 181.0
120.00849351811509 199.0 199.0 199.0
130.00849351811507 214.0 214.0 214.0
140.0084935181145 227.0 227.0 227.0
150.00849351811394 245.0 245.0 245.0
160.00849351811337 259.0 259.0 259.0
170.0084935181128 275.6666666666667 276.0 275.0
180.00849351811223 291.0 291.0 291.0
190.00849351811166 301.0 301.0 301.0
200.0084935181111 318.0 318.0 318.0
210.00849351811053 332.0 332.0 332.0
220.00849351810996 347.6666666666667 348.0 347.0
230.0084935181094 365.6666666666667 366.0 365.0
240.00849351810882 382.6666666666667 383.0 382.0
250.00849351810825 395.0 395.0 395.0
260.0084935181077 408.0 408.0 408.0
270.0084935181071 422.6666666666667 423.0 422.0
280.00849351810655 441.0 441.0 441.0
290.008493518106 458.6666666666667 459.0 458.0
300.0084935181054 472.6666666666667 473.0 472.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
