#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 58.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.011539115800343901 NaN NaN NaN
10.01153911580034 37.666666666666664 38.0 37.0
20.011539115800307 77.66666666666667 78.0 77.0
30.01153911580027 117.66666666666667 118.0 117.0
40.01153911580038 157.66666666666666 158.0 157.0
50.011539115800524 197.66666666666666 198.0 197.0
60.011539115800666 237.66666666666666 238.0 237.0
70.0115391158008 277.6666666666667 278.0 277.0
80.01153911580094 317.6666666666667 318.0 317.0
90.01153911580109 357.6666666666667 358.0 357.0
100.01153911580123 397.6666666666667 398.0 397.0
110.01153911580137 437.6666666666667 438.0 437.0
120.01153911580151 477.6666666666667 478.0 477.0
130.0115391158015 517.6666666666666 518.0 517.0
140.01153911580093 557.6666666666666 558.0 557.0
150.01153911580036 597.6666666666666 598.0 597.0
160.0115391157998 637.6666666666666 638.0 637.0
170.01153911579922 677.6666666666666 678.0 677.0
180.01153911579866 717.6666666666666 718.0 717.0
190.0115391157981 757.6666666666666 758.0 757.0
200.01153911579752 797.6666666666666 798.0 797.0
210.01153911579695 837.6666666666666 838.0 837.0
220.01153911579638 877.6666666666666 878.0 877.0
230.0115391157958 917.6666666666666 918.0 917.0
240.01153911579524 957.6666666666666 958.0 957.0
250.01153911579468 997.6666666666666 998.0 997.0
260.0115391157941 1037.6666666666667 1038.0 1037.0
270.01153911579354 1077.6666666666667 1078.0 1077.0
280.01153911579297 1117.6666666666667 1118.0 1117.0
290.0115391157924 1157.6666666666667 1158.0 1157.0
300.01153911579183 1197.6666666666667 1198.0 1197.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
