#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 85.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.001594117556506225 NaN NaN NaN
10.001594117556504 36.0 36.0 36.0
20.00159411755647 75.33333333333333 76.0 75.0
30.001594117556433 112.33333333333333 113.0 112.0
40.00159411755654 153.33333333333334 154.0 153.0
50.001594117556685 190.0 191.0 189.0
60.00159411755683 228.0 228.0 228.0
70.00159411755696 265.3333333333333 266.0 265.0
80.0015941175571 306.3333333333333 307.0 306.0
90.00159411755725 343.0 343.0 343.0
100.00159411755739 382.3333333333333 383.0 382.0
110.00159411755753 420.0 421.0 419.0
120.00159411755767 460.3333333333333 461.0 460.0
130.00159411755766 496.6666666666667 497.0 496.0
140.0015941175571 536.3333333333334 537.0 535.0
150.00159411755652 574.6666666666666 575.0 574.0
160.00159411755595 614.0 614.0 614.0
170.00159411755538 651.3333333333334 652.0 651.0
180.00159411755482 688.3333333333334 689.0 688.0
190.00159411755425 725.3333333333334 726.0 725.0
200.00159411755368 766.0 766.0 766.0
210.0015941175531 805.3333333333334 806.0 805.0
220.00159411755254 845.6666666666666 846.0 845.0
230.00159411755197 885.0 885.0 885.0
240.0015941175514 923.6666666666666 924.0 923.0
250.00159411755084 958.6666666666666 959.0 958.0
260.00159411755027 999.6666666666666 1000.0 999.0
270.0015941175497 1036.6666666666667 1037.0 1036.0
280.00159411754913 1074.6666666666667 1075.0 1074.0
290.00159411754856 1114.3333333333333 1115.0 1114.0
300.001594117548 1150.6666666666667 1151.0 1150.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
