#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 61.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.013083095632804919 NaN NaN NaN
10.013083095632803 35.0 35.0 35.0
20.01308309563277 72.66666666666667 74.0 71.0
30.013083095632734 111.0 111.0 111.0
40.013083095632844 151.33333333333334 152.0 151.0
50.013083095632986 191.0 191.0 191.0
60.01308309563313 228.33333333333334 229.0 228.0
70.01308309563326 266.3333333333333 267.0 265.0
80.0130830956334 303.0 303.0 303.0
90.01308309563355 341.3333333333333 342.0 341.0
100.01308309563369 379.3333333333333 380.0 379.0
110.01308309563383 418.0 419.0 416.0
120.01308309563397 458.6666666666667 459.0 458.0
130.01308309563396 499.0 499.0 499.0
140.0130830956334 537.0 537.0 537.0
150.01308309563282 575.3333333333334 576.0 575.0
160.01308309563225 616.6666666666666 617.0 616.0
170.01308309563169 656.3333333333334 657.0 656.0
180.01308309563112 694.0 695.0 693.0
190.01308309563055 735.0 735.0 735.0
200.01308309562998 773.0 773.0 773.0
210.0130830956294 814.0 814.0 814.0
220.01308309562884 853.0 853.0 853.0
230.01308309562828 892.0 893.0 891.0
240.0130830956277 930.3333333333334 931.0 930.0
250.01308309562714 970.0 970.0 970.0
260.0130830956266 1006.3333333333334 1007.0 1006.0
270.01308309562603 1047.3333333333333 1048.0 1047.0
280.01308309562546 1084.3333333333333 1085.0 1084.0
290.0130830956249 1122.0 1122.0 1122.0
300.0130830956243 1159.6666666666667 1160.0 1159.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
