#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 17.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
9.12951403644735E-4 NaN NaN NaN
10.000912951403642 33.0 34.0 31.0
20.000912951403606 73.0 73.0 73.0
30.00091295140357 111.33333333333333 112.0 111.0
40.00091295140368 151.0 151.0 151.0
50.00091295140382 188.33333333333334 189.0 188.0
60.00091295140396 228.66666666666666 229.0 228.0
70.0009129514041 265.3333333333333 266.0 265.0
80.00091295140425 299.0 299.0 299.0
90.00091295140439 338.6666666666667 339.0 338.0
100.00091295140453 375.6666666666667 376.0 375.0
110.00091295140467 415.3333333333333 416.0 415.0
120.00091295140481 455.6666666666667 456.0 455.0
130.0009129514048 495.0 495.0 495.0
140.00091295140425 531.0 532.0 530.0
150.00091295140368 571.3333333333334 572.0 571.0
160.0009129514031 609.3333333333334 610.0 609.0
170.00091295140254 647.6666666666666 648.0 647.0
180.00091295140197 684.0 685.0 683.0
190.0009129514014 719.0 719.0 719.0
200.00091295140084 760.0 760.0 760.0
210.00091295140027 799.0 799.0 799.0
220.0009129513997 836.0 836.0 836.0
230.00091295139913 875.6666666666666 876.0 875.0
240.00091295139856 915.6666666666666 916.0 915.0
250.000912951398 955.0 955.0 955.0
260.0009129513974 994.6666666666666 995.0 994.0
270.00091295139686 1033.6666666666667 1034.0 1033.0
280.0009129513963 1074.3333333333333 1075.0 1074.0
290.0009129513957 1113.6666666666667 1114.0 1113.0
300.00091295139515 1152.0 1152.0 1152.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
