#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 65.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.016021020759187942 NaN NaN NaN
10.016021020759185 23.0 23.0 23.0
20.01602102075915 40.0 40.0 40.0
30.016021020759116 59.666666666666664 60.0 59.0
40.016021020759226 75.0 75.0 75.0
50.01602102075937 92.66666666666667 93.0 92.0
60.01602102075951 110.0 110.0 110.0
70.01602102075965 128.0 128.0 128.0
80.0160210207598 142.0 142.0 142.0
90.01602102075994 160.66666666666666 161.0 160.0
100.01602102076008 177.0 177.0 177.0
110.01602102076022 196.0 196.0 196.0
120.01602102076036 211.0 211.0 211.0
130.01602102076035 224.0 224.0 224.0
140.01602102075978 240.0 240.0 240.0
150.0160210207592 258.0 258.0 258.0
160.01602102075864 272.6666666666667 273.0 272.0
170.01602102075807 290.6666666666667 291.0 290.0
180.0160210207575 306.0 306.0 306.0
190.01602102075694 322.0 322.0 322.0
200.01602102075637 342.0 342.0 342.0
210.0160210207558 356.6666666666667 357.0 356.0
220.01602102075523 372.0 372.0 372.0
230.01602102075466 385.0 385.0 385.0
240.0160210207541 400.0 400.0 400.0
250.01602102075353 417.0 417.0 417.0
260.016021020753 430.0 430.0 430.0
270.0160210207524 446.6666666666667 447.0 446.0
280.01602102075185 464.0 464.0 464.0
290.0160210207513 481.6666666666667 482.0 481.0
300.0160210207507 499.6666666666667 500.0 499.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
