#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 69.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.02155964013805618 NaN NaN NaN
10.021559640138054 37.666666666666664 38.0 37.0
20.02155964013802 77.66666666666667 78.0 77.0
30.021559640137983 117.66666666666667 118.0 117.0
40.02155964013809 157.66666666666666 158.0 157.0
50.021559640138236 197.66666666666666 198.0 197.0
60.02155964013838 237.66666666666666 238.0 237.0
70.02155964013852 277.6666666666667 278.0 277.0
80.02155964013866 317.6666666666667 318.0 317.0
90.0215596401388 357.6666666666667 358.0 357.0
100.02155964013895 397.6666666666667 398.0 397.0
110.02155964013909 437.6666666666667 438.0 437.0
120.02155964013923 477.6666666666667 478.0 477.0
130.02155964013923 517.6666666666666 518.0 517.0
140.02155964013866 557.6666666666666 558.0 557.0
150.0215596401381 597.6666666666666 598.0 597.0
160.02155964013753 637.6666666666666 638.0 637.0
170.02155964013696 677.6666666666666 678.0 677.0
180.0215596401364 717.6666666666666 718.0 717.0
190.02155964013582 757.6666666666666 758.0 757.0
200.02155964013525 797.6666666666666 798.0 797.0
210.02155964013468 837.6666666666666 838.0 837.0
220.02155964013411 877.6666666666666 878.0 877.0
230.02155964013355 917.6666666666666 918.0 917.0
240.02155964013298 957.6666666666666 958.0 957.0
250.0215596401324 997.6666666666666 998.0 997.0
260.02155964013184 1037.6666666666667 1038.0 1037.0
270.0215596401313 1077.6666666666667 1078.0 1077.0
280.0215596401307 1117.6666666666667 1118.0 1117.0
290.02155964013014 1157.6666666666667 1158.0 1157.0
300.02155964012957 1197.6666666666667 1198.0 1197.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
