#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 22.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.004802931900766305 NaN NaN NaN
10.004802931900764 33.666666666666664 34.0 33.0
20.00480293190073 71.33333333333333 72.0 70.0
30.004802931900695 111.0 112.0 110.0
40.004802931900805 149.33333333333334 151.0 148.0
50.00480293190095 189.0 190.0 187.0
60.00480293190109 228.0 228.0 228.0
70.00480293190122 266.0 266.0 266.0
80.00480293190137 304.6666666666667 305.0 304.0
90.00480293190151 344.3333333333333 345.0 344.0
100.00480293190165 383.6666666666667 384.0 383.0
110.00480293190179 422.6666666666667 423.0 422.0
120.00480293190193 462.0 463.0 461.0
130.00480293190193 501.0 502.0 500.0
140.00480293190137 541.0 541.0 541.0
150.0048029319008 578.6666666666666 579.0 578.0
160.00480293190023 618.0 618.0 618.0
170.00480293189966 656.6666666666666 657.0 656.0
180.0048029318991 692.0 692.0 692.0
190.00480293189852 729.6666666666666 731.0 728.0
200.00480293189796 768.3333333333334 769.0 768.0
210.0048029318974 808.6666666666666 809.0 808.0
220.00480293189682 845.0 845.0 845.0
230.00480293189625 883.0 884.0 881.0
240.00480293189568 921.6666666666666 922.0 921.0
250.0048029318951 959.6666666666666 961.0 958.0
260.0048029318946 999.6666666666666 1000.0 999.0
270.004802931894 1040.0 1040.0 1040.0
280.00480293189344 1077.0 1077.0 1077.0
290.00480293189287 1116.3333333333333 1117.0 1115.0
300.0048029318923 1153.0 1154.0 1151.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
