#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 33.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.008493518113920873 NaN NaN NaN
10.008493518113918 36.333333333333336 37.0 36.0
20.008493518113884 73.0 74.0 72.0
30.00849351811385 113.33333333333333 114.0 113.0
40.00849351811396 153.66666666666666 154.0 153.0
50.0084935181141 192.0 193.0 191.0
60.00849351811424 229.66666666666666 230.0 229.0
70.00849351811438 270.6666666666667 271.0 270.0
80.00849351811452 309.0 309.0 309.0
90.00849351811466 346.0 346.0 346.0
100.0084935181148 385.0 386.0 383.0
110.00849351811495 424.0 424.0 424.0
120.00849351811509 459.6666666666667 460.0 459.0
130.00849351811507 497.6666666666667 499.0 496.0
140.0084935181145 538.0 538.0 538.0
150.00849351811394 576.0 577.0 575.0
160.00849351811337 613.6666666666666 614.0 613.0
170.0084935181128 653.6666666666666 654.0 653.0
180.00849351811223 694.6666666666666 695.0 694.0
190.00849351811166 731.6666666666666 732.0 731.0
200.0084935181111 774.6666666666666 775.0 774.0
210.00849351811053 811.3333333333334 812.0 811.0
220.00849351810996 853.3333333333334 854.0 853.0
230.0084935181094 890.6666666666666 891.0 890.0
240.00849351810882 929.3333333333334 930.0 929.0
250.00849351810825 968.0 968.0 968.0
260.0084935181077 1006.0 1007.0 1005.0
270.0084935181071 1046.6666666666667 1047.0 1046.0
280.00849351810655 1085.3333333333333 1086.0 1085.0
290.008493518106 1124.0 1124.0 1124.0
300.0084935181054 1162.0 1162.0 1162.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
