#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 87.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.019737714169686928 NaN NaN NaN
10.019737714169684 22.0 22.0 22.0
20.01973771416965 43.333333333333336 44.0 43.0
30.019737714169615 59.0 59.0 59.0
40.01973771416972 76.0 76.0 76.0
50.019737714169864 88.0 88.0 88.0
60.019737714170006 103.33333333333333 104.0 103.0
70.01973771417015 119.33333333333333 120.0 119.0
80.01973771417029 135.33333333333334 136.0 135.0
90.01973771417043 151.0 151.0 151.0
100.01973771417057 167.33333333333334 168.0 167.0
110.01973771417072 180.33333333333334 181.0 180.0
120.01973771417086 194.33333333333334 195.0 194.0
130.01973771417084 210.0 210.0 210.0
140.01973771417028 227.0 227.0 227.0
150.0197377141697 243.33333333333334 244.0 243.0
160.01973771416914 255.33333333333334 256.0 255.0
170.01973771416857 269.3333333333333 270.0 269.0
180.019737714168 289.0 289.0 289.0
190.01973771416743 303.0 303.0 303.0
200.01973771416687 317.3333333333333 318.0 317.0
210.0197377141663 334.0 334.0 334.0
220.01973771416573 350.3333333333333 351.0 350.0
230.01973771416516 366.0 366.0 366.0
240.0197377141646 382.0 382.0 382.0
250.01973771416402 395.0 395.0 395.0
260.01973771416345 411.0 411.0 411.0
270.0197377141629 424.0 424.0 424.0
280.0197377141623 438.0 438.0 438.0
290.01973771416175 455.0 455.0 455.0
300.0197377141612 470.3333333333333 471.0 470.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
