#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 98.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.010964153751941774 NaN NaN NaN
10.010964153751939 22.0 22.0 22.0
20.010964153751903 42.0 42.0 42.0
30.010964153751868 61.0 61.0 61.0
40.01096415375198 79.0 79.0 79.0
50.01096415375212 98.0 98.0 98.0
60.01096415375226 114.0 114.0 114.0
70.0109641537524 131.0 131.0 131.0
80.01096415375254 147.0 147.0 147.0
90.01096415375268 159.0 159.0 159.0
100.01096415375282 174.33333333333334 175.0 174.0
110.01096415375297 191.0 191.0 191.0
120.01096415375311 207.0 207.0 207.0
130.0109641537531 222.0 222.0 222.0
140.01096415375252 238.0 238.0 238.0
150.01096415375196 252.0 252.0 252.0
160.0109641537514 266.3333333333333 267.0 266.0
170.01096415375082 283.3333333333333 284.0 283.0
180.01096415375025 297.0 297.0 297.0
190.01096415374968 316.3333333333333 317.0 316.0
200.01096415374911 334.0 334.0 334.0
210.01096415374855 349.0 349.0 349.0
220.01096415374798 366.0 366.0 366.0
230.0109641537474 386.0 386.0 386.0
240.01096415374684 399.3333333333333 400.0 399.0
250.01096415374627 414.3333333333333 415.0 414.0
260.0109641537457 432.0 432.0 432.0
270.01096415374514 446.0 446.0 446.0
280.01096415374457 462.0 462.0 462.0
290.010964153744 475.3333333333333 476.0 475.0
300.01096415374343 491.0 491.0 491.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
