#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = Self, seed = 76.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.0031454471087793757 NaN NaN NaN
10.003145447108777 23.0 23.0 23.0
20.003145447108743 43.0 43.0 43.0
30.003145447108707 62.666666666666664 63.0 62.0
40.003145447108814 80.0 80.0 80.0
50.003145447108956 95.0 95.0 95.0
60.0031454471091 109.0 109.0 109.0
70.00314544710923 126.66666666666667 127.0 126.0
80.00314544710938 140.0 140.0 140.0
90.00314544710952 156.66666666666666 157.0 156.0
100.00314544710966 169.66666666666666 170.0 169.0
110.0031454471098 187.0 187.0 187.0
120.00314544710994 204.0 204.0 204.0
130.00314544710994 220.0 220.0 220.0
140.00314544710938 236.66666666666666 237.0 236.0
150.0031454471088 254.0 254.0 254.0
160.00314544710824 270.0 270.0 270.0
170.00314544710767 287.0 287.0 287.0
180.0031454471071 303.0 303.0 303.0
190.00314544710653 318.0 318.0 318.0
200.00314544710596 335.0 335.0 335.0
210.0031454471054 350.0 350.0 350.0
220.00314544710483 368.6666666666667 369.0 368.0
230.00314544710426 384.0 384.0 384.0
240.0031454471037 397.6666666666667 398.0 397.0
250.00314544710312 413.6666666666667 414.0 413.0
260.00314544710255 431.0 431.0 431.0
270.003145447102 447.0 447.0 447.0
280.0031454471014 461.0 461.0 461.0
290.00314544710085 477.0 477.0 477.0
300.0031454471003 492.0 492.0 492.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
