#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:14+0000 #
#####################################################################
#
# assign_mod = RandomProdUnit, seed = 41.0
#
# The columns have the following meaning: 
# time ResultsSize[mean] ResultsSize[max] ResultsSize[min] 
0.0 NaN NaN NaN
0.01668554636341537 NaN NaN NaN
10.016685546363412 36.666666666666664 38.0 35.0
20.016685546363377 76.0 77.0 75.0
30.01668554636334 114.0 115.0 113.0
40.01668554636345 150.66666666666666 152.0 149.0
50.01668554636359 186.66666666666666 187.0 186.0
60.01668554636373 226.66666666666666 227.0 226.0
70.01668554636387 266.0 267.0 265.0
80.01668554636402 306.0 306.0 306.0
90.01668554636416 345.6666666666667 346.0 345.0
100.0166855463643 385.3333333333333 386.0 385.0
110.01668554636444 425.0 425.0 425.0
120.01668554636458 463.0 464.0 462.0
130.01668554636458 500.6666666666667 501.0 500.0
140.01668554636402 541.0 541.0 541.0
150.01668554636345 580.3333333333334 581.0 579.0
160.01668554636288 618.0 619.0 617.0
170.0166855463623 656.6666666666666 657.0 656.0
180.01668554636174 691.6666666666666 692.0 691.0
190.01668554636117 729.6666666666666 730.0 729.0
200.0166855463606 768.3333333333334 769.0 768.0
210.01668554636004 808.0 809.0 807.0
220.01668554635947 848.0 848.0 848.0
230.0166855463589 885.0 885.0 885.0
240.01668554635833 926.0 926.0 926.0
250.01668554635776 964.3333333333334 965.0 963.0
260.0166855463572 1004.6666666666666 1005.0 1004.0
270.01668554635665 1044.0 1044.0 1044.0
280.0166855463561 1084.0 1085.0 1083.0
290.0166855463555 1123.0 1123.0 1123.0
300.01668554635495 1161.0 1162.0 1160.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:14+0000 #
#####################################################################
