#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:43+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 71.0
#
# The columns have the following meaning: 
# time CompletedStepA@node-id CompletedStepB@node-id CompletedStepC@node-id 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0016073169266400899 NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.001607316926638 47.0 NaN NaN NaN 44.0 1.0 NaN NaN 41.0
20.001607316926602 97.0 NaN NaN NaN 94.0 1.0 NaN NaN 91.0
30.001607316926567 147.0 NaN NaN NaN 144.0 1.0 NaN NaN 141.0
40.00160731692667 197.0 NaN NaN NaN 194.0 1.0 NaN NaN 191.0
50.001607316926815 247.0 NaN NaN NaN 244.0 1.0 NaN NaN 241.0
60.00160731692696 297.0 NaN NaN NaN 294.0 1.0 NaN NaN 291.0
70.00160731692709 347.0 NaN NaN NaN 344.0 4.0 NaN NaN 338.0
80.00160731692723 397.0 NaN NaN NaN 394.0 4.0 NaN NaN 388.0
90.00160731692738 447.0 NaN NaN NaN 444.0 4.0 NaN NaN 438.0
100.00160731692752 497.0 NaN 1.0 NaN 494.0 4.0 NaN NaN 487.0
110.00160731692766 547.0 NaN 1.0 NaN 544.0 5.0 NaN NaN 536.0
120.0016073169278 597.0 NaN 4.0 NaN 594.0 5.0 NaN NaN 583.0
130.0016073169278 647.0 NaN 4.0 NaN 644.0 5.0 NaN NaN 633.0
140.00160731692722 697.0 NaN 4.0 NaN 694.0 5.0 NaN NaN 683.0
150.00160731692665 747.0 NaN 4.0 NaN 744.0 13.0 NaN NaN 725.0
160.00160731692608 797.0 NaN 4.0 NaN 794.0 14.0 NaN NaN 774.0
170.00160731692552 847.0 NaN 4.0 NaN 844.0 21.0 NaN NaN 817.0
180.00160731692495 897.0 NaN 4.0 NaN 894.0 25.0 NaN NaN 863.0
190.00160731692438 947.0 NaN 4.0 NaN 944.0 25.0 NaN NaN 913.0
200.0016073169238 997.0 NaN 4.0 NaN 994.0 25.0 NaN NaN 963.0
210.00160731692324 1047.0 NaN 4.0 NaN 1044.0 25.0 NaN NaN 1013.0
220.00160731692267 1097.0 NaN 4.0 NaN 1094.0 25.0 NaN NaN 1063.0
230.0016073169221 1147.0 NaN 4.0 NaN 1144.0 25.0 NaN NaN 1113.0
240.00160731692154 1197.0 NaN 4.0 NaN 1194.0 25.0 NaN NaN 1163.0
250.00160731692097 1247.0 NaN 4.0 NaN 1244.0 25.0 NaN NaN 1213.0
260.0016073169204 1297.0 NaN 4.0 NaN 1294.0 25.0 NaN NaN 1263.0
270.00160731691983 1347.0 NaN 4.0 NaN 1344.0 25.0 NaN NaN 1313.0
280.00160731691926 1397.0 NaN 4.0 NaN 1394.0 25.0 NaN NaN 1363.0
290.0016073169187 1447.0 NaN 4.0 NaN 1444.0 25.0 NaN NaN 1413.0
300.0016073169181 1497.0 NaN 4.0 NaN 1494.0 25.0 NaN NaN 1463.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:43+0000 #
#####################################################################
