#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:43+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 45.0
#
# The columns have the following meaning: 
# time CompletedStepA@node-id CompletedStepB@node-id CompletedStepC@node-id 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.02068374639931836 NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.020683746399316 44.0 NaN NaN NaN 44.0 NaN NaN NaN 39.0
20.020683746399282 94.0 NaN NaN NaN 94.0 1.0 NaN NaN 88.0
30.020683746399246 144.0 NaN NaN NaN 144.0 1.0 NaN NaN 138.0
40.02068374639936 194.0 NaN NaN NaN 194.0 3.0 NaN NaN 186.0
50.0206837463995 244.0 NaN NaN NaN 244.0 3.0 NaN NaN 236.0
60.02068374639964 294.0 NaN NaN NaN 294.0 3.0 NaN NaN 286.0
70.02068374639978 344.0 NaN NaN NaN 344.0 3.0 NaN NaN 336.0
80.02068374639992 394.0 NaN NaN NaN 394.0 3.0 NaN NaN 386.0
90.02068374640007 444.0 NaN NaN NaN 444.0 3.0 NaN NaN 436.0
100.02068374640021 494.0 NaN NaN NaN 494.0 3.0 NaN NaN 486.0
110.02068374640035 544.0 NaN NaN NaN 544.0 3.0 NaN NaN 536.0
120.0206837464005 594.0 NaN NaN NaN 594.0 3.0 NaN NaN 586.0
130.0206837464005 644.0 NaN NaN NaN 644.0 3.0 NaN NaN 636.0
140.02068374639992 694.0 NaN NaN NaN 694.0 3.0 NaN NaN 686.0
150.02068374639936 744.0 NaN NaN NaN 744.0 3.0 NaN NaN 736.0
160.0206837463988 794.0 NaN NaN NaN 794.0 3.0 NaN NaN 786.0
170.02068374639822 844.0 NaN NaN NaN 844.0 3.0 NaN NaN 836.0
180.02068374639765 894.0 NaN NaN NaN 894.0 3.0 NaN NaN 886.0
190.02068374639708 944.0 NaN NaN NaN 944.0 3.0 NaN NaN 936.0
200.02068374639651 994.0 NaN NaN NaN 994.0 3.0 NaN NaN 986.0
210.02068374639595 1044.0 NaN NaN NaN 1044.0 3.0 NaN NaN 1036.0
220.02068374639538 1094.0 NaN NaN NaN 1094.0 3.0 NaN NaN 1086.0
230.0206837463948 1144.0 NaN NaN NaN 1144.0 3.0 NaN NaN 1136.0
240.02068374639424 1194.0 NaN 7.0 NaN 1194.0 3.0 NaN NaN 1179.0
250.02068374639367 1244.0 NaN 7.0 NaN 1244.0 3.0 NaN NaN 1229.0
260.0206837463931 1294.0 NaN 7.0 NaN 1294.0 3.0 NaN NaN 1279.0
270.02068374639254 1344.0 NaN 7.0 NaN 1344.0 3.0 NaN NaN 1329.0
280.02068374639197 1394.0 NaN 7.0 NaN 1394.0 3.0 NaN NaN 1379.0
290.0206837463914 1444.0 NaN 7.0 NaN 1444.0 3.0 NaN NaN 1429.0
300.02068374639083 1494.0 NaN 7.0 NaN 1494.0 3.0 NaN NaN 1479.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:43+0000 #
#####################################################################
