#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:43+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 8.0
#
# The columns have the following meaning: 
# time CompletedStepA@node-id CompletedStepB@node-id CompletedStepC@node-id 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.00981546469597605 NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.009815464695974 44.0 NaN 1.0 NaN 48.0 NaN NaN NaN 37.0
20.00981546469594 94.0 NaN 1.0 NaN 98.0 NaN NaN NaN 87.0
30.009815464695905 144.0 NaN 1.0 NaN 148.0 NaN NaN NaN 137.0
40.00981546469601 194.0 NaN 1.0 NaN 198.0 NaN NaN NaN 187.0
50.00981546469615 244.0 NaN 1.0 NaN 248.0 NaN NaN NaN 237.0
60.009815464696295 294.0 NaN 3.0 NaN 298.0 NaN NaN NaN 285.0
70.00981546469643 344.0 NaN 3.0 NaN 348.0 NaN NaN NaN 335.0
80.00981546469657 394.0 NaN 3.0 NaN 398.0 NaN NaN NaN 385.0
90.00981546469671 444.0 NaN 5.0 NaN 448.0 NaN NaN NaN 433.0
100.00981546469686 494.0 NaN 5.0 NaN 498.0 NaN NaN NaN 483.0
110.009815464697 544.0 NaN 5.0 NaN 548.0 NaN NaN NaN 533.0
120.00981546469714 594.0 NaN 7.0 NaN 598.0 NaN NaN NaN 581.0
130.00981546469714 644.0 NaN 10.0 NaN 648.0 NaN NaN NaN 628.0
140.00981546469657 694.0 NaN 11.0 NaN 698.0 NaN NaN NaN 677.0
150.009815464696 744.0 NaN 11.0 NaN 748.0 NaN NaN NaN 727.0
160.00981546469544 794.0 NaN 11.0 NaN 798.0 NaN NaN NaN 777.0
170.00981546469487 844.0 NaN 11.0 NaN 848.0 NaN NaN NaN 827.0
180.0098154646943 894.0 NaN 11.0 NaN 898.0 NaN NaN NaN 877.0
190.00981546469373 944.0 NaN 12.0 NaN 948.0 NaN NaN NaN 926.0
200.00981546469316 994.0 NaN 20.0 NaN 998.0 NaN NaN NaN 968.0
210.0098154646926 1044.0 NaN 22.0 NaN 1048.0 NaN NaN NaN 1016.0
220.00981546469202 1094.0 NaN 24.0 NaN 1098.0 NaN NaN NaN 1064.0
230.00981546469146 1144.0 NaN 24.0 NaN 1148.0 NaN NaN NaN 1114.0
240.0098154646909 1194.0 NaN 26.0 NaN 1198.0 NaN NaN NaN 1162.0
250.00981546469032 1244.0 NaN 26.0 NaN 1248.0 NaN NaN NaN 1212.0
260.0098154646898 1294.0 NaN 26.0 NaN 1298.0 NaN NaN NaN 1262.0
270.0098154646892 1344.0 NaN 27.0 NaN 1348.0 NaN NaN NaN 1311.0
280.00981546468864 1394.0 NaN 34.0 NaN 1398.0 NaN NaN NaN 1354.0
290.0098154646881 1444.0 NaN 41.0 NaN 1448.0 NaN NaN NaN 1397.0
300.0098154646875 1494.0 NaN 41.0 NaN 1498.0 NaN NaN NaN 1447.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:43+0000 #
#####################################################################
