#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:43+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 56.0
#
# The columns have the following meaning: 
# time CompletedStepA@node-id CompletedStepB@node-id CompletedStepC@node-id 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.05734996489158624 NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.057349964891584 41.0 NaN NaN NaN 37.0 NaN NaN NaN 36.0
20.05734996489155 91.0 NaN NaN NaN 87.0 NaN NaN NaN 86.0
30.057349964891515 141.0 NaN NaN NaN 137.0 NaN NaN NaN 136.0
40.05734996489162 191.0 NaN NaN NaN 187.0 NaN NaN NaN 186.0
50.05734996489176 241.0 NaN NaN NaN 237.0 NaN NaN NaN 236.0
60.057349964891905 291.0 NaN NaN NaN 287.0 NaN NaN NaN 286.0
70.05734996489204 341.0 NaN NaN NaN 337.0 NaN NaN NaN 336.0
80.05734996489218 391.0 NaN NaN NaN 387.0 NaN NaN NaN 386.0
90.05734996489232 441.0 NaN NaN NaN 437.0 NaN NaN NaN 436.0
100.05734996489247 491.0 NaN NaN NaN 487.0 NaN NaN NaN 486.0
110.05734996489261 541.0 NaN NaN NaN 537.0 NaN NaN NaN 536.0
120.05734996489275 591.0 NaN NaN NaN 587.0 NaN NaN NaN 586.0
130.05734996489275 641.0 NaN NaN NaN 637.0 NaN NaN NaN 636.0
140.05734996489218 691.0 NaN NaN NaN 687.0 NaN NaN NaN 686.0
150.0573499648916 741.0 NaN NaN NaN 737.0 NaN NaN NaN 736.0
160.05734996489105 791.0 NaN NaN NaN 787.0 NaN NaN NaN 786.0
170.05734996489048 841.0 NaN NaN NaN 837.0 NaN NaN NaN 836.0
180.0573499648899 891.0 NaN NaN NaN 887.0 NaN NaN NaN 886.0
190.05734996488934 941.0 NaN NaN NaN 937.0 NaN NaN NaN 936.0
200.05734996488877 991.0 NaN NaN NaN 987.0 NaN NaN NaN 986.0
210.0573499648882 1041.0 NaN NaN NaN 1037.0 NaN NaN NaN 1036.0
220.05734996488763 1091.0 NaN NaN NaN 1087.0 NaN NaN NaN 1086.0
230.05734996488707 1141.0 NaN NaN NaN 1137.0 NaN NaN NaN 1136.0
240.0573499648865 1191.0 NaN NaN NaN 1187.0 NaN NaN NaN 1186.0
250.05734996488593 1241.0 NaN NaN NaN 1237.0 NaN NaN NaN 1236.0
260.05734996488536 1291.0 NaN NaN NaN 1287.0 NaN NaN NaN 1286.0
270.0573499648848 1341.0 NaN NaN NaN 1337.0 NaN NaN NaN 1336.0
280.0573499648842 1391.0 NaN NaN NaN 1387.0 NaN NaN NaN 1386.0
290.05734996488366 1441.0 NaN NaN NaN 1437.0 NaN NaN NaN 1436.0
300.0573499648831 1491.0 NaN NaN NaN 1487.0 NaN NaN NaN 1486.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:43+0000 #
#####################################################################
