#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:43+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 64.0
#
# The columns have the following meaning: 
# time CompletedStepA@node-id CompletedStepB@node-id CompletedStepC@node-id 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0026733989253426406 NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.00267339892534 48.0 NaN NaN NaN 46.0 NaN NaN NaN 44.0
20.002673398925307 98.0 NaN NaN NaN 96.0 NaN NaN NaN 94.0
30.00267339892527 148.0 NaN 4.0 NaN 146.0 NaN NaN NaN 140.0
40.00267339892538 198.0 NaN 5.0 NaN 196.0 NaN NaN NaN 189.0
50.00267339892552 248.0 NaN 16.0 NaN 246.0 NaN NaN NaN 228.0
60.002673398925666 298.0 NaN 18.0 NaN 296.0 NaN NaN NaN 276.0
70.00267339892581 348.0 NaN 18.0 NaN 346.0 NaN NaN NaN 326.0
80.00267339892595 398.0 NaN 18.0 NaN 396.0 NaN NaN NaN 376.0
90.00267339892609 448.0 NaN 18.0 NaN 446.0 NaN NaN NaN 426.0
100.00267339892623 498.0 NaN 18.0 NaN 496.0 NaN NaN NaN 476.0
110.00267339892638 548.0 NaN 18.0 NaN 546.0 NaN NaN NaN 526.0
120.00267339892652 598.0 NaN 18.0 NaN 596.0 NaN NaN NaN 576.0
130.0026733989265 648.0 NaN 18.0 NaN 646.0 NaN NaN NaN 626.0
140.00267339892594 698.0 NaN 18.0 NaN 696.0 NaN NaN NaN 676.0
150.00267339892537 748.0 NaN 18.0 NaN 746.0 NaN NaN NaN 726.0
160.0026733989248 798.0 NaN 18.0 NaN 796.0 NaN NaN NaN 776.0
170.00267339892423 848.0 NaN 22.0 NaN 846.0 NaN NaN NaN 822.0
180.00267339892366 898.0 NaN 24.0 NaN 896.0 NaN NaN NaN 870.0
190.0026733989231 948.0 NaN 24.0 NaN 946.0 NaN NaN NaN 920.0
200.00267339892252 998.0 NaN 24.0 NaN 996.0 NaN NaN NaN 970.0
210.00267339892196 1048.0 NaN 24.0 NaN 1046.0 NaN NaN NaN 1020.0
220.0026733989214 1098.0 NaN 24.0 NaN 1096.0 NaN NaN NaN 1070.0
230.00267339892082 1148.0 NaN 24.0 NaN 1146.0 NaN NaN NaN 1120.0
240.00267339892025 1198.0 NaN 24.0 NaN 1196.0 NaN NaN NaN 1170.0
250.00267339891968 1248.0 NaN 24.0 NaN 1246.0 NaN NaN NaN 1220.0
260.0026733989191 1298.0 NaN 24.0 NaN 1296.0 NaN NaN NaN 1270.0
270.00267339891855 1348.0 NaN 24.0 NaN 1346.0 NaN NaN NaN 1320.0
280.002673398918 1398.0 NaN 24.0 NaN 1396.0 NaN NaN NaN 1370.0
290.0026733989174 1448.0 NaN 24.0 NaN 1446.0 NaN NaN NaN 1420.0
300.00267339891684 1498.0 NaN 24.0 NaN 1496.0 NaN NaN NaN 1470.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:43+0000 #
#####################################################################
