#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:43+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 81.0
#
# The columns have the following meaning: 
# time CompletedStepA@node-id CompletedStepB@node-id CompletedStepC@node-id 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0084189590405102 NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.008418959040508 48.0 NaN NaN NaN 45.0 5.0 NaN NaN 39.0
20.008418959040473 98.0 NaN NaN NaN 95.0 7.0 NaN NaN 87.0
30.008418959040437 148.0 NaN NaN NaN 145.0 16.0 NaN NaN 128.0
40.00841895904055 198.0 NaN NaN NaN 195.0 19.0 NaN NaN 175.0
50.00841895904069 248.0 NaN NaN NaN 245.0 25.0 NaN NaN 219.0
60.00841895904083 298.0 NaN NaN NaN 295.0 28.0 NaN NaN 266.0
70.00841895904097 348.0 NaN NaN NaN 345.0 28.0 NaN NaN 316.0
80.00841895904111 398.0 NaN NaN NaN 395.0 29.0 NaN NaN 365.0
90.00841895904125 448.0 NaN NaN NaN 445.0 29.0 NaN NaN 415.0
100.00841895904139 498.0 NaN NaN NaN 495.0 29.0 NaN NaN 465.0
110.00841895904153 548.0 NaN NaN NaN 545.0 29.0 NaN NaN 515.0
120.00841895904168 598.0 NaN NaN NaN 595.0 29.0 NaN NaN 565.0
130.00841895904168 648.0 NaN NaN NaN 645.0 29.0 NaN NaN 615.0
140.0084189590411 698.0 NaN NaN NaN 695.0 29.0 NaN NaN 665.0
150.00841895904054 748.0 NaN NaN NaN 745.0 29.0 NaN NaN 715.0
160.00841895903997 798.0 NaN NaN NaN 795.0 29.0 NaN NaN 765.0
170.0084189590394 848.0 NaN NaN NaN 845.0 29.0 NaN NaN 815.0
180.00841895903883 898.0 NaN NaN NaN 895.0 29.0 NaN NaN 865.0
190.00841895903827 948.0 NaN NaN NaN 945.0 29.0 NaN NaN 915.0
200.0084189590377 998.0 NaN NaN NaN 995.0 29.0 NaN NaN 965.0
210.00841895903713 1048.0 NaN NaN NaN 1045.0 32.0 NaN NaN 1012.0
220.00841895903656 1098.0 NaN NaN NaN 1095.0 32.0 NaN NaN 1062.0
230.008418959036 1148.0 NaN NaN NaN 1145.0 32.0 NaN NaN 1112.0
240.00841895903542 1198.0 NaN NaN NaN 1195.0 34.0 NaN NaN 1160.0
250.00841895903486 1248.0 NaN NaN NaN 1245.0 34.0 NaN NaN 1210.0
260.0084189590343 1298.0 NaN NaN NaN 1295.0 34.0 NaN NaN 1260.0
270.00841895903375 1348.0 NaN NaN NaN 1345.0 34.0 NaN NaN 1310.0
280.0084189590332 1398.0 NaN NaN NaN 1395.0 34.0 NaN NaN 1360.0
290.0084189590326 1448.0 NaN NaN NaN 1445.0 34.0 NaN NaN 1410.0
300.00841895903204 1498.0 NaN NaN NaN 1495.0 34.0 NaN NaN 1460.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:43+0000 #
#####################################################################
