#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T19:43+0000 #
#####################################################################
#
# assign_mod = ShortWaitingList, seed = 95.0
#
# The columns have the following meaning: 
# time CompletedStepA@node-id CompletedStepB@node-id CompletedStepC@node-id 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.027637000655643097 NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.027637000655641 50.0 NaN NaN NaN 43.0 NaN NaN NaN 43.0
20.027637000655606 100.0 NaN NaN NaN 93.0 NaN NaN NaN 93.0
30.02763700065557 150.0 NaN NaN NaN 143.0 NaN NaN NaN 143.0
40.02763700065568 200.0 NaN NaN NaN 193.0 NaN NaN NaN 193.0
50.02763700065582 250.0 NaN NaN NaN 243.0 NaN NaN NaN 243.0
60.027637000655965 300.0 NaN NaN NaN 293.0 NaN NaN NaN 293.0
70.0276370006561 350.0 NaN NaN NaN 343.0 NaN NaN NaN 343.0
80.02763700065624 400.0 NaN NaN NaN 393.0 NaN NaN NaN 393.0
90.02763700065638 450.0 NaN NaN NaN 443.0 NaN NaN NaN 443.0
100.02763700065653 500.0 NaN NaN NaN 493.0 NaN NaN NaN 493.0
110.02763700065667 550.0 NaN NaN NaN 543.0 NaN NaN NaN 543.0
120.02763700065681 600.0 NaN NaN NaN 593.0 NaN NaN NaN 593.0
130.0276370006568 650.0 NaN NaN NaN 643.0 NaN NaN NaN 643.0
140.02763700065623 700.0 NaN NaN NaN 693.0 NaN NaN NaN 693.0
150.02763700065566 750.0 NaN NaN NaN 743.0 NaN NaN NaN 743.0
160.0276370006551 800.0 NaN NaN NaN 793.0 NaN NaN NaN 793.0
170.02763700065452 850.0 NaN NaN NaN 843.0 NaN NaN NaN 843.0
180.02763700065395 900.0 NaN NaN NaN 893.0 NaN NaN NaN 893.0
190.02763700065339 950.0 NaN NaN NaN 943.0 NaN NaN NaN 943.0
200.02763700065282 1000.0 NaN NaN NaN 993.0 NaN NaN NaN 993.0
210.02763700065225 1050.0 NaN NaN NaN 1043.0 NaN NaN NaN 1043.0
220.02763700065168 1100.0 NaN NaN NaN 1093.0 NaN NaN NaN 1093.0
230.0276370006511 1150.0 NaN NaN NaN 1143.0 NaN NaN NaN 1143.0
240.02763700065054 1200.0 NaN NaN NaN 1193.0 NaN NaN NaN 1193.0
250.02763700064997 1250.0 NaN NaN NaN 1243.0 NaN NaN NaN 1243.0
260.0276370006494 1300.0 NaN NaN NaN 1293.0 NaN NaN NaN 1293.0
270.02763700064884 1350.0 NaN NaN NaN 1343.0 NaN NaN NaN 1343.0
280.02763700064827 1400.0 NaN NaN NaN 1393.0 NaN NaN NaN 1393.0
290.0276370006477 1450.0 NaN NaN NaN 1443.0 NaN NaN NaN 1443.0
300.02763700064713 1500.0 NaN NaN NaN 1493.0 NaN NaN NaN 1493.0
#####################################################################
# End of data export. Simulation finished at: 2025-02-24T19:43+0000 #
#####################################################################
